ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013341682||France|1835000|2206|1947|EUR|ISHGLTSY|6/11/2018|
12/30/2021|BELGIUM (KINGDOM OF)|BGB|BE0000335449||Belgium|1789000|2205|1946|EUR|ISHGLTSY|2/17/2015|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0011486067||France|1844000|2181|1925|EUR|ISHGLTSY|5/7/2013|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0011619436||France|1776000|2176|1920|EUR|ISHGLTSY|11/12/2013|
12/30/2021|JAPAN (GOVERNMENT OF) 30YR #35|JGB|JP1300351B93||Japan|193300000|2167|249522|JPY|ISHGLTSY|9/20/2011|
12/30/2021|ITALY (REPUBLIC OF)        RegS|BTPS|IT0001278511||Italy|1414909|2159|1905|EUR|ISHGLTSY|11/18/1998|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A0DXC2||Austria|1507000|2157|1904|EUR|ISHGLTSY|6/23/2009|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0011962398||France|1781590|2154|1901|EUR|ISHGLTSY|6/10/2014|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013344751||France|1875000|2151|1898|EUR|ISHGLTSY|6/25/2018|
12/30/2021|SPAIN (KINGDOM OF)|SPGB|ES00000122E5||Spain|1583000|2148|1896|EUR|ISHGLTSY|2/24/2010|
12/30/2021|BELGIUM (KINGDOM OF)|BGB|BE0000345547||Belgium|1765070|2140|1888|EUR|ISHGLTSY|1/23/2018|
12/30/2021|SPAIN (KINGDOM OF)|SPGB|ES0000012411||Spain|1211000|2139|1888|EUR|ISHGLTSY|1/23/2001|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0011461037||France|1206000|2132|1882|EUR|ISHGLTSY|4/4/2013|
